Samples: 150 | AI: 75 | Random: 75 | Reject-pct: 25% (38 reports) | Orgs: 15 (on-chain) | Mode: direct

  [ 149/150] OK za-elec-ink-008       org=org15     label=0  conf=0.92  fc=13  2140ms
  [ 150/150] OK f2d1c8_sa-elections-  org=org2      label=1  conf=0.56  fc=14  2140ms

================================================================
  total samples:    150
  AI-processed:     75  (50%)
  random-pool:      75  (50%)
  submitted:        150
  accepted:         112  (74.7%)
  rejected:         38  (25.3%)

  by org:
    org1          75 submitted
    org15         10 submitted
    org13         8 submitted
    org7          8 submitted
    org10         7 submitted
    org12         7 submitted
    org2          7 submitted
    org11         7 submitted
    org4          4 submitted
    org5          4 submitted
    org3          3 submitted
    org9          3 submitted
    org14         3 submitted
    org6          2 submitted
    org8          2 submitted

  fact-checks:
    YES votes:  1381
    NO votes:   630

  avg latency:  2139.3ms
  p50/p95:      2131.5 / 2162.3ms
================================================================
  Output: /home/snow_woofer/projects/snow_woofer/2026/autistic_collection/A_Blockchain_Enabled_Framework_for_Misinformation_Monitoring/results/overnight/20260907-033054/15_orgs/feed_150.csv
================================================================
